,R,vel,velerr
0,0.005015314911783084,58.2,0.8999999761581421
1,0.01253089041822241,51.4,0.6000000238418579
2,0.01417500371310001,71.35,1.269999980926514
3,0.02121514314192323,59.0,2.099999904632568
4,0.02525344623337006,52.1,1.299999952316284
5,0.02910462183279737,47.4,0.5
6,0.03577813980882669,58.2,1.100000023841858
7,0.03610312524871689,67.1,1.799999952316284
8,0.03614486409240551,63.2,1.299999952316284
9,0.03987575538465656,29.4,3.200000047683716
10,0.04626129501635227,52.97,0.550000011920929
11,0.0472196454733041,62.1,2.200000047683716
12,0.04853816593685345,61.2,0.6000000238418579
13,0.04862399889423302,41.1,0.4000000059604645
14,0.04950908380054327,57.4,1.799999952316284
15,0.05060735424812081,59.8,0.5
16,0.05082099415024206,61.1,1.100000023841858
17,0.05456376093673666,37.98,0.7200000286102295
18,0.05570221312692778,79.6,4.5
19,0.05572865897154304,47.6,2.0
20,0.05610853861090049,42.2,0.5
21,0.05655494388046881,40.0,0.4000000059604645
22,0.05819578315491769,72.3,0.5
23,0.05880844394818156,63.8,3.200000047683716
24,0.06078960682777558,40.9,0.4000000059604645
25,0.06142321090146338,86.5,0.6000000238418579
26,0.06223216704222465,65.08,1.049999952316284
27,0.06670283615840332,59.0,1.0
28,0.06732968440466182,64.0,1.100000023841858
29,0.06773755371593443,65.5,0.800000011920929
30,0.06883742636434836,71.4,2.700000047683716
31,0.06982181803570667,41.4,2.5
32,0.07092201507657475,64.2,1.5
33,0.07118005068819086,76.8,3.299999952316284
34,0.07129967053644914,63.7,2.700000047683716
35,0.07350615160096982,64.1,0.300000011920929
36,0.0753546624749986,72.9,2.400000095367432
37,0.07570090923920565,43.2,1.100000023841858
38,0.07643271582484243,58.4,0.699999988079071
39,0.0788133214293155,49.9,1.5
40,0.07906184316626126,24.7,1.399999976158142
41,0.07947184207338785,59.3,0.4000000059604645
42,0.08024054927195828,41.8,1.299999952316284
43,0.08041852630821646,54.46,0.8100000023841858
44,0.08096735185562978,47.0,1.100000023841858
45,0.08296356573764987,50.5,3.0
46,0.08297712020751523,39.5,1.100000023841858
47,0.08374693580272705,48.5,1.600000023841858
48,0.08441975093154457,31.5,7.800000190734863
49,0.08475277853624097,45.9,1.0
50,0.08559458783782152,52.42,1.620000004768372
51,0.08600596576747059,41.5,0.8999999761581421
52,0.08637263043843611,72.91,1.649999976158142
53,0.08710546361040279,62.0,0.699999988079071
54,0.08799901045004094,45.49,1.539999961853027
55,0.08821305305534824,57.9,0.4000000059604645
56,0.08823625173705418,49.08,1.860000014305115
57,0.08902227531398112,50.7,2.299999952316284
58,0.08952394846364825,76.6,0.4000000059604645
59,0.09028639199640631,69.5,2.099999904632568
60,0.09071696098340565,45.2,0.4000000059604645
61,0.09134612057433814,63.6,0.6000000238418579
62,0.0918439620197598,52.5,3.099999904632568
63,0.09270673652557192,52.2,0.6000000238418579
64,0.09298706461808932,53.0,2.599999904632568
65,0.09309306462986121,74.9,0.5
66,0.094109603028903,53.62,0.699999988079071
67,0.09573095365716129,67.6,0.5
68,0.09605231727402251,60.3,0.4000000059604645
69,0.09649439475352836,34.0,7.0
70,0.0969466737686403,46.4,0.4000000059604645
71,0.09718291006051981,58.9,2.599999904632568
72,0.09731755098446886,52.95,1.100000023841858
73,0.09978995151807163,36.56,1.120000004768372
74,0.1000404809032537,56.91,0.7599999904632568
75,0.1013181745615068,48.7,0.4000000059604645
76,0.1020225235539723,41.22,1.649999976158142
77,0.1022257879456703,58.2,0.4000000059604645
78,0.102265397613352,53.0,3.299999952316284
79,0.1026482176618751,51.51,0.3199999928474426
80,0.1030552952334403,31.3,1.700000047683716
81,0.1031129978181636,60.6,0.8999999761581421
82,0.1033261246463169,63.33,0.4600000083446503
83,0.1035698937737912,52.9,0.8799999952316284
84,0.1042655028243127,53.4,0.8999999761581421
85,0.1045084942556344,61.1,0.8999999761581421
86,0.1048385150666762,63.1,1.100000023841858
