,R,Dens
0,0.006511576725409205,1
1,0.01280884373529399,1
2,0.0280965764246266,1
3,0.03414140163090592,1
4,0.04015956219439754,1
5,0.04164207421524399,1
6,0.04318395791440986,1
7,0.04597333210978367,1
8,0.04938938270380844,1
9,0.05187656962914566,1
10,0.05535502741955271,1
11,0.05862675313778159,1
12,0.06338670882483784,1
13,0.06599398779612427,1
14,0.0660422855563041,1
15,0.06760196666811878,1
16,0.06913893704978287,1
17,0.07170707931278311,1
18,0.07190238363612426,1
19,0.0721037808715153,1
20,0.0760706182654584,1
21,0.08170847059218463,1
22,0.08172095235375995,1
23,0.08252184695244487,1
24,0.0838467088603878,1
25,0.08528745203362745,1
26,0.08798616198106857,1
27,0.0920587556524113,1
28,0.0941360089179457,1
29,0.09508117815454521,1
30,0.09663951891835186,1
31,0.09727639963179212,1
32,0.09739968378068493,1
33,0.09882562774280422,1
34,0.1007960697655919,1
35,0.1011676624116375,1
36,0.1020362533281144,1
37,0.1063079484595049,1
38,0.1073156777133467,1
39,0.1111632714921562,1
40,0.1123954984387858,1
41,0.1136568935316263,1
42,0.1173884597163354,1
43,0.1189106281080222,1
44,0.1220599498571895,1
45,0.1254096565605081,1
46,0.1285025944869269,1
47,0.1296978067799574,1
48,0.1300128681559958,1
49,0.1335262183573326,1
50,0.1341126446634871,1
51,0.13619337401505,1
52,0.1387366697346273,1
53,0.1433235517479965,1
54,0.1445048765402691,1
55,0.1507182580013878,1
56,0.151637682888024,1
57,0.1544399489864336,1
58,0.1556031438965845,1
59,0.1564781778642069,1
60,0.1576937199252135,1
61,0.1577715684593085,1
62,0.1635799854019562,1
63,0.1651533956513379,1
64,0.1690568755730704,1
65,0.1714709407405753,1
66,0.1717096152059222,1
67,0.1737924656729984,1
68,0.1738284760977071,1
69,0.1744320933091952,1
70,0.1785298089574986,1
71,0.1830007979318818,1
72,0.1852902662237531,1
73,0.1856462267814746,1
74,0.1862685402198257,1
75,0.1867790004293026,1
76,0.1869916618360064,1
77,0.1880330717801017,1
78,0.1900263459880144,1
79,0.1904987685081259,1
80,0.1909540766126928,1
81,0.1918531289967622,1
82,0.1975004582040457,1
83,0.1986743510039966,1
84,0.199627782491249,1
85,0.2000221571290026,1
86,0.2014516469963975,1
87,0.2025889984765288,1
88,0.2033821909049889,1
89,0.2034657801520819,1
90,0.2087174691328704,1
91,0.2098451521603361,1
92,0.209994805513164,1
93,0.2128051084120018,1
94,0.2129067683730622,1
95,0.2140602740477816,1
96,0.2167955637667653,1
97,0.2172914094020621,1
98,0.2175135917699575,1
99,0.2186488733153405,1
100,0.2196759242434104,1
101,0.2210514039991242,1
102,0.2247206704903726,1
103,0.2256830588334647,1
104,0.2265998536597567,1
105,0.2276726243031051,1
106,0.2321490523370978,1
107,0.2322970673714913,1
108,0.2337408806760904,1
109,0.2355646523368579,1
110,0.2357635758223853,1
111,0.2370046493654447,1
112,0.2373882711589146,1
113,0.2398109133142024,1
114,0.2415933669286216,1
115,0.2469182990696132,1
116,0.2486155532786889,1
117,0.2494860796422907,1
118,0.2495331894599155,1
119,0.2505013490940141,1
120,0.2526119883609862,1
121,0.2540298173605408,1
122,0.2554662980004639,1
123,0.2607854696046795,1
124,0.2608758633969896,1
125,0.2613291138003481,1
126,0.2616438063413786,1
127,0.2642104174589491,1
128,0.2674965086253253,1
129,0.2677221873976829,1
130,0.2693661999216653,1
131,0.2702461463591201,1
132,0.2711953433203538,1
133,0.2724606154210976,1
134,0.2747300206426287,1
135,0.2761410699530709,1
136,0.2762608656016691,1
