,R,vel,velerr
0,0.01615066139172495,102.1,1.799999952316284
1,0.02588556893433679,100.2,1.5
2,0.02682775675250722,105.4,1.700000047683716
3,0.03888741263253832,101.6,0.8999999761581421
4,0.04224354824234486,106.365997,0.05655699968338013
5,0.04442517699953667,102.1,3.200000047683716
6,0.04625904392106604,92.8,1.5
7,0.04909163238604504,92.8,2.599999904632568
8,0.05099486550503576,103.55,0.3400000035762787
9,0.05531226952039411,92.6,0.6000000238418579
10,0.05927894551164064,-98.1595,0.03688700124621391
11,0.06064081919340873,103.6,3.599999904632568
12,0.06385599221324767,101.0,2.5
13,0.06388242085303783,99.0,1.299999952316284
14,0.0670992968060236,106.17,0.5299999713897705
15,0.07281997523271251,131.3,12.30000019073486
16,0.08297965576072792,90.34,0.3799999952316284
17,0.08484352057043049,103.1,1.100000023841858
18,0.08583486264141432,101.39,0.3100000023841858
19,0.08705517484277343,114.36,0.3799999952316284
20,0.08947957013170933,99.7,13.0
21,0.0946788575988611,114.4,2.099999904632568
22,0.09618317748572904,100.03,0.3799999952316284
23,0.0979379968730496,93.97,0.2599999904632568
24,0.1033384679781445,93.8,4.5
25,0.1053349796002479,99.5,2.700000047683716
26,0.1099867679012917,919.151001,0.04670400172472
27,0.1155720386129182,101.91,0.7699999809265137
28,0.1164254597962735,99.94,0.300000011920929
29,0.119193780246474,77.1,3.200000047683716
30,0.1208157372723265,100.0,4.199999809265137
31,0.1235191846286081,98.47,0.4399999976158142
32,0.1270814736575556,115.4,3.900000095367432
33,0.1285667474263215,90.4,1.399999976158142
34,0.1307325223128217,99.4,1.200000047683716
35,0.1314317276287434,92.8,2.299999952316284
36,0.1315863466595938,-130.542007,0.157600998878479
37,0.1317678243797344,-394.253998,0.03640099987387657
38,0.1344164007151408,105.68,0.7900000214576721
39,0.1412147288250307,104.9,0.800000011920929
40,0.1413282651680425,109.8,1.700000047683716
41,0.1536820647310225,96.86,0.4399999976158142
42,0.1555964775833579,103.5,0.4399999976158142
43,0.1658268926171174,418.718994,0.1613470017910004
44,0.1685880705023389,101.19,0.5199999809265137
45,0.1748800603275655,104.828003,0.09716200083494186
46,0.1792414255858575,111.1,2.0
47,0.1862044861001541,95.1,3.700000047683716
48,0.1950228962199881,93.8,1.5
49,0.2042014798090143,132.373001,0.04633300006389618
50,0.2060242948895924,105.4,1.799999952316284
51,0.2166775094129701,-95.672897,0.1436329931020737
52,0.2484492821560549,-652.174011,0.2425269931554794
53,0.2911511267163281,58.863499,0.4579010009765625
54,0.4352277927664368,-458.31601,0.02412699908018112
