,R,Dens
0,0.007419501297711174,1
1,0.01353771271000747,1
2,0.01615959496240936,1
3,0.02853034930704194,1
4,0.03496052686122261,1
5,0.03501378331423176,1
6,0.03891059815694236,1
7,0.0497792224429669,1
8,0.05077515610007699,1
9,0.0519406175369297,1
10,0.05297078086039399,1
11,0.05543620748068521,1
12,0.05971699728996662,1
13,0.06780586097900251,1
14,0.06846682466900013,1
15,0.07793585816582493,1
16,0.07933625644619678,1
17,0.07944628168714328,1
18,0.08004982788922861,1
19,0.08470927187064024,1
20,0.08892081588204988,1
21,0.09182172550860769,1
22,0.09373149581319434,1
23,0.09578036446875038,1
24,0.09744597333205963,1
25,0.09806330933475377,1
26,0.1020019379528294,1
27,0.1022177008887778,1
28,0.1038183115627999,1
29,0.1052032263200334,1
30,0.105220827766962,1
31,0.1064809926045093,1
32,0.1072732465555605,1
33,0.1221628707698856,1
34,0.1236083663464061,1
35,0.1240298688319113,1
36,0.1245877275227182,1
37,0.1255787044851775,1
38,0.1267086589130105,1
39,0.1272540765594753,1
40,0.1282056485019315,1
41,0.1318074248781994,1
42,0.1339012523044714,1
43,0.1372186671307832,1
44,0.1409716146985491,1
45,0.1412925410161315,1
46,0.1414404719568279,1
47,0.1441639703483556,1
48,0.1482488945941463,1
49,0.150718473845487,1
50,0.1527300108306594,1
51,0.1546307113842313,1
52,0.1568759863140368,1
53,0.1569362802554534,1
54,0.1587249226183636,1
55,0.162566015500062,1
56,0.1627097988886253,1
57,0.1635102132456005,1
58,0.1674152753108835,1
59,0.1679429780089732,1
60,0.1704607247777029,1
61,0.1716787613572819,1
62,0.1721504514999775,1
63,0.1735196817837686,1
64,0.1746790158772455,1
65,0.177604968449111,1
66,0.1795373614503327,1
67,0.1796409165100311,1
68,0.1806227232723433,1
69,0.1831040616198314,1
70,0.1856968229418965,1
71,0.186780270893328,1
72,0.1883296811462839,1
73,0.1887138894908183,1
74,0.1895079699315071,1
75,0.1897134185589492,1
76,0.190585934201869,1
77,0.1910775499672458,1
78,0.1918197243181855,1
79,0.1923831971149966,1
80,0.1928066164810126,1
81,0.1928084882529155,1
82,0.1936403501035274,1
83,0.1937202733374485,1
84,0.1938199266414412,1
85,0.195871354968102,1
86,0.1959739053974903,1
87,0.1974822267809872,1
88,0.1982146066938686,1
89,0.1986271702082459,1
90,0.199118535763567,1
91,0.2041934631754551,1
92,0.2080656355214445,1
93,0.2089136154278643,1
94,0.2100619379882981,1
95,0.2104286192555876,1
96,0.2108170138645239,1
97,0.2114126429802732,1
98,0.2128538798062373,1
99,0.2164656861302126,1
100,0.216572631785463,1
101,0.219053106172158,1
102,0.2195837012169437,1
103,0.2209157997413458,1
104,0.2214112675751946,1
105,0.2221024100518643,1
106,0.2232368398203855,1
107,0.2239773037636864,1
108,0.2243793340141418,1
109,0.2329049954643043,1
110,0.2359521449027941,1
111,0.2402426278941756,1
112,0.2448103471126274,1
113,0.2449659126216742,1
114,0.2457508778260721,1
115,0.2470157916774148,1
116,0.2480656425300638,1
117,0.2486022037010094,1
118,0.2489208863719079,1
119,0.2492793579044935,1
120,0.2501108240095631,1
121,0.2508471466944457,1
122,0.2519373786671558,1
123,0.2558123313019905,1
124,0.2559324435785469,1
125,0.2560090004082374,1
126,0.2566974663138077,1
127,0.2579457485092805,1
128,0.2581275454031946,1
129,0.2588324727814953,1
130,0.2600917187338482,1
131,0.26034336282191,1
132,0.2609854608448788,1
133,0.2611235339103433,1
134,0.26137224989163,1
135,0.2616469538884029,1
136,0.2627127366253493,1
137,0.2636136095786518,1
138,0.2655769041973259,1
139,0.2672128452956803,1
140,0.2682178835246139,1
141,0.2691552280270192,1
142,0.2711296656945637,1
143,0.2716670206309048,1
144,0.2759332307102216,1
145,0.2762357094181031,1
146,0.2780134055746701,1
147,0.2788848806956619,1
148,0.2796676664717815,1
149,0.2813441180693226,1
150,0.285384731700942,1
151,0.286536201481809,1
152,0.2885975482848804,1
153,0.2888429399551615,1
154,0.2893878874056092,1
155,0.2897003176580006,1
156,0.2910012518904012,1
157,0.2915629691577092,1
158,0.2916009337656958,1
159,0.2919888199397989,1
160,0.2948948937677544,1
161,0.2988716658369284,1
162,0.3006721757040897,1
163,0.300822407672347,1
164,0.3010415961899197,1
165,0.301336963075608,1
166,0.301857959879883,1
167,0.3019906017106196,1
168,0.3031422627284758,1
169,0.3035214732407922,1
170,0.306157038658584,1
171,0.3062357864266154,1
172,0.3063974026229509,1
173,0.3094531581229388,1
174,0.3102926546294384,1
175,0.311113727250717,1
176,0.3113157635227944,1
177,0.3116840017778535,1
178,0.3136289725519402,1
179,0.315828521871217,1
180,0.3159887758773036,1
181,0.3166886173983222,1
182,0.3173066761022391,1
183,0.3199700911906184,1
184,0.321665661885545,1
185,0.3240013909710671,1
186,0.3247086192498617,1
187,0.325008356057127,1
188,0.3253189790618262,1
189,0.3277245627621755,1
190,0.330730066031228,1
191,0.3313967829456436,1
192,0.3326718717559479,1
193,0.3338230547336956,1
194,0.3338687177055488,1
195,0.3343102190282519,1
196,0.3343688671181798,1
197,0.3344043703571253,1
198,0.3358463107268627,1
199,0.33626064695927,1
200,0.3385143013784719,1
201,0.3390330238219348,1
202,0.3391817815332251,1
203,0.3416450507470786,1
204,0.3437904362822897,1
205,0.3438095867019176,1
206,0.3441628087602299,1
207,0.3450627789875584,1
208,0.3452855795898478,1
209,0.34568022542092,1
210,0.3469808099410681,1
211,0.3475302537800906,1
212,0.3479894414324535,1
213,0.3479915820261658,1
214,0.3486989764668375,1
215,0.3501873272539424,1
