,R,Dens
0,0.007583128494968595,1
1,0.00946690234503021,1
2,0.01213098818532108,1
3,0.01799487311696751,1
4,0.02665722747794784,1
5,0.02816294253832169,1
6,0.02835233824104416,1
7,0.02864514202823585,1
8,0.02920301100546012,1
9,0.03043426426073591,1
10,0.03234408889431183,1
11,0.03318797517182527,1
12,0.03613780253546542,1
13,0.03881911958671401,1
14,0.04242556302470295,1
15,0.04278923694429808,1
16,0.04301490487756216,1
17,0.04310115642335029,1
18,0.04326161291660152,1
19,0.04408617631477026,1
20,0.04575375462989959,1
21,0.04649628987814803,1
22,0.04706444153911712,1
23,0.04725481153242375,1
24,0.0486010529337936,1
25,0.0502244756427362,1
26,0.05153218682375293,1
27,0.05240905029834758,1
28,0.05292105484065418,1
29,0.05501381950928987,1
30,0.05511518136132351,1
31,0.05606422225694532,1
32,0.0562943350744879,1
33,0.06016477918061875,1
34,0.0624485002209515,1
35,0.06262278591215481,1
36,0.06396611571962554,1
37,0.06429057412713748,1
38,0.06481811434968997,1
39,0.0660831437421058,1
40,0.06812614623071378,1
41,0.06866310359837702,1
42,0.07014368678008362,1
43,0.07105683361595592,1
44,0.07297440643001402,1
45,0.07616369336557895,1
46,0.076394697815257,1
47,0.07710523479461752,1
48,0.07847379913141576,1
49,0.07860348707122136,1
50,0.0800469772432636,1
51,0.08042183328834152,1
52,0.0806327979851893,1
53,0.08246269258558798,1
54,0.083062234488912,1
55,0.08346551894419445,1
56,0.092369388950455,1
57,0.09404006283830597,1
58,0.09464368550231239,1
59,0.09504391412598266,1
60,0.09532263569542303,1
61,0.09587107898610227,1
62,0.09611609217535941,1
63,0.09838246659165688,1
64,0.1005123519500911,1
65,0.1006068642744143,1
66,0.1014364041585601,1
67,0.1016408896719036,1
68,0.1019879753507602,1
69,0.1035391112717136,1
70,0.1039280719283942,1
71,0.1044342052195801,1
72,0.1048667990785695,1
73,0.1050171076176838,1
74,0.1053910535005343,1
75,0.1076857734467652,1
76,0.108748793498601,1
77,0.1118395669363238,1
78,0.111928147334874,1
79,0.1122503418869562,1
80,0.1122910956162396,1
81,0.1128518876443273,1
82,0.1139862165689351,1
83,0.1157281532335841,1
84,0.116030284299543,1
85,0.1168559718991404,1
86,0.1168868310569665,1
87,0.117174733227969,1
88,0.1176594143417541,1
89,0.1177034906523089,1
90,0.1178959188607672,1
91,0.1188717428215006,1
92,0.1205650777278435,1
93,0.1207922940408084,1
94,0.1212918838929583,1
95,0.1213091732005324,1
96,0.1243517287886892,1
97,0.1244788226617942,1
98,0.1246894541065138,1
99,0.1249060732928502,1
100,0.1249608198776004,1
101,0.126707274902872,1
102,0.1269459641872995,1
103,0.1280037641096177,1
104,0.1281933362669949,1
105,0.1305287504292201,1
106,0.1310350891956698,1
107,0.1324542836740484,1
108,0.1352964997963901,1
109,0.1356060276726786,1
110,0.1363393319183895,1
111,0.1364919868381615,1
112,0.1372532077093608,1
113,0.137281081717093,1
114,0.1378497323481089,1
115,0.1380421056683178,1
116,0.1386639172893978,1
117,0.139124637252144,1
118,0.1397993876797826,1
119,0.1399594871813091,1
120,0.1401971623770743,1
121,0.1402772670108432,1
122,0.1404842378642974,1
123,0.143313161574917,1
124,0.1439622218449099,1
125,0.145769437571222,1
126,0.1460477506868365,1
127,0.1472032081421397,1
128,0.1476864506432773,1
129,0.1484511743074481,1
130,0.1493653932342271,1
131,0.1493774099844612,1
132,0.1506980856445643,1
133,0.1512085482175859,1
134,0.1530185298352744,1
135,0.1532011722124944,1
136,0.1533310139110422,1
137,0.1539981387672138,1
138,0.1541960243859341,1
139,0.154341622229826,1
140,0.1546618632327957,1
141,0.1550878024464318,1
142,0.1562619872083065,1
143,0.1570219328008668,1
144,0.1578560707955679,1
145,0.1582580269279198,1
146,0.1605648349290508,1
147,0.1614856011536259,1
148,0.1630896286590269,1
149,0.1652762754770923,1
150,0.1655438283568157,1
151,0.1680660644508829,1
152,0.1680882103937594,1
153,0.1684985665928304,1
154,0.1695449263377461,1
155,0.1698339858390262,1
156,0.1702864977727601,1
157,0.1718538292612012,1
158,0.1730450481267245,1
159,0.1736442878499331,1
160,0.1737927918003264,1
161,0.1740831020132925,1
162,0.17450596364611,1
163,0.1760564296856241,1
164,0.176459636759135,1
165,0.1768207793723593,1
166,0.177353670688064,1
167,0.1775968335510191,1
168,0.179686263846692,1
169,0.1818380844777488,1
170,0.1847701800463422,1
171,0.1857926927020338,1
172,0.1869329371573798,1
173,0.1891841269670761,1
174,0.1907110047614798,1
175,0.1913252761981852,1
176,0.1925926366694466,1
177,0.1945566530570904,1
178,0.1979240993844662,1
179,0.1984876501123145,1
180,0.1991217619055448,1
181,0.2004912637967242,1
182,0.2005383407172819,1
183,0.2007130195001664,1
184,0.2021326570370606,1
185,0.202867380832346,1
186,0.2052017048511656,1
187,0.2055516217910396,1
188,0.2065349226037885,1
189,0.2078804652609775,1
190,0.2084743080896655,1
191,0.2087552552731476,1
192,0.2101371769377294,1
193,0.2146116645309539,1
194,0.2155570103251244,1
195,0.2161486672557061,1
196,0.2223833595339279,1
197,0.2246714542032536,1
198,0.2283826692558382,1
199,0.2286952887045433,1
200,0.2291968775178599,1
201,0.2304463553379391,1
202,0.2309331922866169,1
203,0.2346035617839368,1
204,0.2348589679814924,1
205,0.2456676022391694,1
206,0.2472171135561698,1
207,0.2482441287958422,1
208,0.2484028012604347,1
209,0.2484999367682228,1
210,0.2505958099758668,1
211,0.2519089132690915,1
212,0.2592260055534739,1
213,0.2597996784128587,1
214,0.260496876719009,1
215,0.2635689843946063,1
