,R,vel,velerr
0,0.00946690234503021,-256.3,2.299999952316284
1,0.01213098818532108,-247.8,1.0
2,0.01799487311696751,-241.5,1.100000023841858
3,0.02665722747794784,-246.5,0.8999999761581421
4,0.02864514202823585,-251.8,0.6000000238418579
5,0.03613780253546542,-242.412003,0.1046309992671013
6,0.04310115642335029,-261.2,1.799999952316284
7,0.04706444153911712,-248.1,1.700000047683716
8,0.04725481153242375,-499.364014,0.3453629910945892
9,0.0486010529337936,-242.4,0.8999999761581421
10,0.0502244756427362,-252.011002,0.03582200035452843
11,0.05501381950928987,-237.8,1.299999952316284
12,0.05511518136132351,-242.5,0.4000000059604645
13,0.06016477918061875,-237.5,1.299999952316284
14,0.06262278591215481,-255.5,0.800000011920929
15,0.06396611571962554,-252.1,0.5
16,0.06429057412713748,-267.2,0.5
17,0.06812614623071378,-245.3,0.8999999761581421
18,0.07105683361595592,-251.5,1.899999976158142
19,0.07616369336557895,-252.0,1.700000047683716
20,0.0806327979851893,-250.8,1.0
21,0.08346551894419445,-245.6,0.4000000059604645
22,0.09464368550231239,-249.1,0.4000000059604645
23,0.09587107898610227,-238.3,2.200000047683716
24,0.09611609217535941,-236.3,0.6000000238418579
25,0.09838246659165688,-245.733994,0.139493003487587
26,0.1005123519500911,-254.5,1.299999952316284
27,0.1014364041585601,-242.6,1.299999952316284
28,0.1019879753507602,-233.6,1.399999976158142
29,0.1048667990785695,-250.2,0.800000011920929
30,0.1053910535005343,-265.8,1.0
31,0.108748793498601,-236.2,1.5
32,0.1122910956162396,-222.7,0.5
33,0.1128518876443273,-232.757996,0.02398299984633923
34,0.1139862165689351,-238.2,1.399999976158142
35,0.116030284299543,-257.9,0.8999999761581421
36,0.117174733227969,-571.43103,0.1348550021648407
37,0.1178959188607672,-243.6,0.8999999761581421
38,0.1205650777278435,-240.6,1.0
39,0.1212918838929583,-250.6,0.6000000238418579
40,0.1213091732005324,-249.5,1.100000023841858
41,0.1249060732928502,-260.9,1.700000047683716
42,0.126707274902872,-246.731995,0.04980799928307533
43,0.1269459641872995,-251.6,0.4000000059604645
44,0.1310350891956698,-232.546005,0.0629820004105568
45,0.1324542836740484,-243.2,1.299999952316284
46,0.1356060276726786,-255.677002,0.0768589973449707
47,0.1364919868381615,-245.5,1.200000047683716
48,0.1399594871813091,-241.0,0.699999988079071
49,0.1404842378642974,-217.7,1.700000047683716
50,0.145769437571222,-240.7,0.699999988079071
51,0.1460477506868365,-727.651001,0.1495160013437271
52,0.1476864506432773,-251.2,0.8999999761581421
53,0.1484511743074481,-257.5,0.4000000059604645
54,0.1506980856445643,-256.3,1.0
55,0.1512085482175859,-257.0,1.299999952316284
56,0.1530185298352744,-265.8,0.300000011920929
57,0.1533310139110422,-255.7,0.699999988079071
58,0.1541960243859341,-248.4,0.6000000238418579
59,0.1550878024464318,-247.1,1.100000023841858
60,0.1562619872083065,-228.5,0.6000000238418579
61,0.1578560707955679,-241.1,1.600000023841858
62,0.1582580269279198,-241.1,0.6000000238418579
63,0.1680882103937594,-249.5,1.5
64,0.1702864977727601,-252.1,0.5
65,0.1718538292612012,-249.7,0.5
66,0.1730450481267245,-244.255005,0.1647049933671951
67,0.1737927918003264,-69.239403,0.1017730012536049
68,0.17450596364611,-246.3,0.5
69,0.1760564296856241,-243.2,0.5
70,0.177353670688064,-247.3,1.700000047683716
71,0.1775968335510191,-229.2,0.800000011920929
72,0.1847701800463422,-273.1,1.399999976158142
73,0.1857926927020338,-241.4,2.0
74,0.1869329371573798,-249.6,0.800000011920929
75,0.1891841269670761,753.882996,0.05947000160813332
76,0.1925926366694466,-241.6,0.6000000238418579
77,0.2005383407172819,-241.7,0.699999988079071
78,0.2055516217910396,-258.9,1.100000023841858
79,0.2087552552731476,-249.5,1.200000047683716
80,0.2101371769377294,-249.8,0.800000011920929
81,0.2146116645309539,-248.0,0.6000000238418579
82,0.2155570103251244,-240.0,1.799999952316284
83,0.2223833595339279,-249.2,0.6000000238418579
84,0.2246714542032536,-233.778,0.05241699889302254
85,0.2283826692558382,-246.1,0.4000000059604645
86,0.2309331922866169,-261.0,1.100000023841858
87,0.2348589679814924,-243.5,1.5
88,0.2456676022391694,-241.2,0.800000011920929
89,0.2484028012604347,-242.9,2.200000047683716
90,0.2484999367682228,-250.6,0.699999988079071
91,0.2505958099758668,-242.0,0.8999999761581421
92,0.2519089132690915,-240.048996,0.06876599788665771
93,0.2597996784128587,-239.6,0.6000000238418579
94,0.260496876719009,-244.7,0.699999988079071
95,0.2635689843946063,-245.3,0.8999999761581421
96,0.3005202947780161,-253.694,0.06535500288009644
97,0.5100719568683565,-255.052994,0.09816399961709976
98,0.5375350631460092,-246.598007,0.05324799939990044
99,0.555678005738044,-171.873001,0.1709980070590973
100,0.581908598039855,-227.289001,0.1298999935388565
101,0.6818174386148509,-245.343002,0.05950500071048737
102,0.8220077426244443,-227.072006,0.09290800243616104
